                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    433,                0.53733,                0.36323,                0.89553,                0.98151,                0.95797,                0.98106,                0.87375,                0.53801,                0.36225,                0.91793,             0.00047682,             0.00047682,             0.00047682
                    434,                0.50126,                0.34191,                0.88769,                0.98006,                0.95879,                0.98284,                0.87728,                0.52217,                0.36076,                0.91286,             0.00047638,             0.00047638,             0.00047638
                    435,                0.50694,                0.35143,                0.90142,                0.98821,                0.95126,                0.97971,                0.88285,                0.52707,                0.36426,                0.91614,             0.00047594,             0.00047594,             0.00047594
                    436,                0.49882,                0.35483,                0.90132,                0.98115,                0.96062,                0.98221,                0.87744,                0.53939,                0.37335,                 0.9166,              0.0004755,              0.0004755,              0.0004755
                    437,                0.52031,                0.35546,                0.89204,                0.98151,                0.95918,                0.98448,                0.88146,                0.53199,                0.37035,                0.91408,             0.00047506,             0.00047506,             0.00047506
                    438,                0.50585,                0.34787,                0.89343,                0.98326,                0.95183,                0.98442,                0.87289,                0.53242,                0.36362,                0.91367,             0.00047462,             0.00047462,             0.00047462
                    439,                0.52748,                0.35809,                0.90375,                0.97741,                0.95542,                 0.9831,                0.87961,                0.53389,                0.36145,                0.91603,             0.00047418,             0.00047418,             0.00047418
                    440,                0.51139,                0.34659,                0.88741,                0.98319,                0.95432,                0.98397,                0.87726,                0.54148,                0.36112,                0.91742,             0.00047374,             0.00047374,             0.00047374
                    441,                0.54766,                0.37839,                0.92802,                0.98512,                0.95851,                 0.9836,                0.87573,                0.54859,                0.36578,                0.91919,              0.0004733,              0.0004733,              0.0004733
                    442,                 0.5473,                0.36613,                0.90501,                 0.9798,                0.95804,                0.98359,                0.87804,                0.53114,                0.36293,                0.91771,             0.00047286,             0.00047286,             0.00047286
                    443,                0.52342,                 0.3595,                  0.913,                0.98105,                0.95578,                0.98274,                0.86854,                0.54798,                0.37062,                0.91924,             0.00047242,             0.00047242,             0.00047242
                    444,                0.52984,                0.37735,                0.91802,                0.98456,                0.94949,                0.98118,                 0.8791,                0.53329,                0.36602,                0.91552,             0.00047198,             0.00047198,             0.00047198
                    445,                0.51022,                0.34752,                0.89805,                0.98569,                0.95434,                0.97951,                0.87369,                0.53278,                0.36278,                 0.9137,             0.00047154,             0.00047154,             0.00047154
                    446,                0.52353,                0.35346,                0.89646,                0.98271,                 0.9584,                0.97921,                0.88505,                0.52313,                0.36081,                0.91293,              0.0004711,              0.0004711,              0.0004711
                    447,                0.48638,                0.34027,                0.89227,                0.98472,                0.95742,                0.98007,                0.88356,                0.52474,                0.35763,                0.91741,             0.00047066,             0.00047066,             0.00047066
                    448,                0.50518,                0.34782,                0.88717,                0.98684,                0.95304,                 0.9812,                0.87791,                0.52734,                0.35379,                0.91904,             0.00047022,             0.00047022,             0.00047022
                    449,                0.49991,                0.35601,                0.89091,                0.98234,                0.95661,                 0.9814,                0.88342,                0.53371,                0.34931,                0.91866,             0.00046978,             0.00046978,             0.00046978
                    450,                0.52443,                0.35841,                0.89845,                0.98438,                0.95613,                0.98382,                0.88791,                 0.5288,                0.35759,                0.91484,             0.00046934,             0.00046934,             0.00046934
                    451,                0.50395,                0.34482,                0.89306,                0.98633,                0.95406,                0.98262,                 0.8813,                0.53044,                0.35859,                0.91317,              0.0004689,              0.0004689,              0.0004689
                    452,                0.49587,                0.34124,                0.89061,                0.98704,                0.95357,                0.97841,                0.87647,                0.52907,                0.35771,                0.91317,             0.00046846,             0.00046846,             0.00046846
                    453,                0.50701,                0.34871,                0.89998,                0.98312,                0.95729,                0.98207,                0.87668,                0.53744,                0.35317,                0.91425,             0.00046802,             0.00046802,             0.00046802
                    454,                0.47947,                0.34005,                0.88905,                0.97347,                0.95849,                0.98268,                0.88171,                0.52775,                 0.3642,                 0.9132,             0.00046758,             0.00046758,             0.00046758
                    455,                0.50284,                0.34868,                0.89188,                0.97281,                0.95832,                 0.9813,                0.87973,                0.52656,                 0.3602,                0.91365,             0.00046714,             0.00046714,             0.00046714
                    456,                0.50034,                0.35528,                 0.9109,                0.98087,                0.95971,                0.98361,                0.87753,                0.52893,                0.35814,                  0.914,              0.0004667,              0.0004667,              0.0004667
                    457,                 0.4866,                0.34696,                0.89643,                0.97581,                0.95922,                0.98414,                0.88219,                0.52497,                0.35555,                 0.9147,             0.00046626,             0.00046626,             0.00046626
                    458,                0.48945,                0.34637,                0.89127,                  0.981,                0.95689,                0.98217,                0.87897,                0.53448,                0.35784,                0.91528,             0.00046582,             0.00046582,             0.00046582
                    459,                0.51049,                0.35097,                0.88949,                0.98418,                0.95797,                0.98178,                0.88654,                0.52263,                 0.3567,                0.90856,             0.00046538,             0.00046538,             0.00046538
                    460,                0.49973,                0.35608,                0.89424,                0.98501,                  0.959,                0.98064,                0.87622,                0.52893,                0.35291,                0.91253,             0.00046494,             0.00046494,             0.00046494
                    461,                0.51055,                0.34792,                0.90141,                 0.9833,                0.95878,                 0.9817,                0.87943,                 0.5306,                0.36181,                0.91545,              0.0004645,              0.0004645,              0.0004645
                    462,                0.52092,                0.35734,                0.91011,                0.98401,                0.95806,                0.98257,                0.87191,                0.53899,                0.36036,                0.91657,             0.00046406,             0.00046406,             0.00046406
                    463,                0.52875,                0.36159,                0.89516,                0.98341,                0.95828,                0.98245,                0.87771,                0.53235,                0.35629,                0.91536,             0.00046362,             0.00046362,             0.00046362
                    464,                0.47225,                0.32689,                0.88051,                0.98369,                0.95395,                0.98191,                0.87713,                0.54367,                 0.3605,                0.91449,             0.00046318,             0.00046318,             0.00046318
                    465,                0.49289,                0.34223,                0.89465,                0.97318,                0.96032,                0.98067,                0.88095,                 0.5297,                0.36414,                0.91524,             0.00046274,             0.00046274,             0.00046274
                    466,                 0.4714,                0.33491,                0.89135,                0.97268,                0.96479,                 0.9818,                 0.8829,                0.52575,                  0.361,                0.90804,              0.0004623,              0.0004623,              0.0004623
                    467,                0.51729,                0.36033,                0.89625,                0.97444,                0.96507,                0.98101,                0.87881,                0.52448,                0.36481,                0.90926,             0.00046186,             0.00046186,             0.00046186
                    468,                0.55233,                0.39327,                0.93256,                0.98327,                0.95521,                0.98104,                0.87401,                0.53493,                0.36791,                0.91108,             0.00046142,             0.00046142,             0.00046142
                    469,                0.49721,                0.34609,                0.89675,                0.97461,                0.95114,                0.97558,                0.87029,                0.52836,                0.36863,                0.91462,             0.00046098,             0.00046098,             0.00046098
                    470,                0.48021,                0.33494,                0.89595,                0.98387,                0.94656,                0.97761,                0.87391,                0.53335,                0.36935,                0.91696,             0.00046054,             0.00046054,             0.00046054
                    471,                0.46704,                0.32503,                0.88277,                0.97908,                0.95066,                0.98122,                0.87686,                0.53901,                0.36918,                0.92098,              0.0004601,              0.0004601,              0.0004601
                    472,                0.48222,                0.33345,                 0.8858,                0.97541,                0.96212,                0.98117,                0.87663,                0.53355,                0.36359,                0.92035,             0.00045966,             0.00045966,             0.00045966
                    473,                0.47604,                 0.3361,                0.88586,                0.98262,                0.95637,                0.98101,                0.88081,                0.51797,                0.36075,                0.91587,             0.00045922,             0.00045922,             0.00045922
                    474,                0.50313,                0.35917,                0.89146,                 0.9803,                 0.9568,                0.97847,                0.88061,                0.52275,                0.36538,                 0.9156,             0.00045878,             0.00045878,             0.00045878
                    475,                0.50553,                0.37112,                0.92115,                0.97718,                0.95581,                0.97783,                0.87726,                0.51458,                0.36657,                0.90835,             0.00045834,             0.00045834,             0.00045834
                    476,                0.48167,                0.33598,                0.88516,                0.98267,                0.95324,                0.97909,                0.88277,                0.51239,                0.35826,                0.90725,              0.0004579,              0.0004579,              0.0004579
                    477,                0.47685,                0.33389,                0.87986,                0.98385,                0.95629,                0.97781,                0.87689,                0.52163,                 0.3556,                0.91016,             0.00045746,             0.00045746,             0.00045746
                    478,                0.52794,                0.36369,                0.90998,                0.98495,                0.95644,                0.97761,                0.87867,                0.53159,                0.35607,                 0.9133,             0.00045702,             0.00045702,             0.00045702
                    479,                0.51218,                0.35049,                 0.8992,                 0.9823,                0.95688,                0.97689,                0.87486,                 0.5312,                0.35977,                0.91424,             0.00045657,             0.00045657,             0.00045657
                    480,                0.50106,                0.36622,                0.91262,                0.98509,                0.95359,                0.97762,                0.88221,                  0.514,                0.35827,                0.90934,             0.00045613,             0.00045613,             0.00045613
                    481,                0.46485,                0.32435,                0.87447,                0.98076,                0.95755,                0.97877,                0.88498,                0.52268,                0.36161,                0.91272,             0.00045569,             0.00045569,             0.00045569
                    482,                0.49794,                0.34371,                0.89003,                0.97859,                0.95898,                0.97892,                0.88139,                0.52559,                0.35622,                0.90947,             0.00045525,             0.00045525,             0.00045525
                    483,                  0.484,                0.33448,                0.88605,                0.97861,                0.95372,                0.97722,                0.88439,                0.51605,                 0.3612,                0.90628,             0.00045481,             0.00045481,             0.00045481
                    484,                0.48223,                0.33279,                0.88402,                0.98268,                0.95511,                0.97688,                0.87593,                0.52833,                 0.3625,                0.90925,             0.00045437,             0.00045437,             0.00045437
                    485,                0.53039,                0.35734,                0.88809,                0.98097,                0.95792,                0.97761,                0.87775,                0.52881,                0.36854,                0.91146,             0.00045393,             0.00045393,             0.00045393
                    486,                 0.5022,                 0.3478,                0.89768,                0.97901,                0.95698,                0.98194,                0.87336,                 0.5349,                0.36305,                0.91235,             0.00045349,             0.00045349,             0.00045349
                    487,                0.46432,                0.32881,                0.87982,                0.98091,                0.95441,                0.98113,                0.88368,                0.51681,                  0.353,                0.90867,             0.00045305,             0.00045305,             0.00045305
                    488,                0.53176,                0.35355,                0.90297,                0.98101,                0.95977,                0.98002,                0.88219,                 0.5165,                0.35726,                0.91001,             0.00045261,             0.00045261,             0.00045261
                    489,                0.51624,                0.34688,                0.88111,                0.98334,                0.95922,                0.98175,                 0.8816,                0.52517,                0.35537,                0.90952,             0.00045217,             0.00045217,             0.00045217
                    490,                0.51791,                0.34585,                0.88985,                0.98278,                 0.9639,                0.98338,                0.88615,                0.52269,                0.35006,                0.90783,             0.00045173,             0.00045173,             0.00045173
                    491,                0.47916,                0.33636,                0.88066,                 0.9812,                0.95938,                0.98395,                0.88818,                0.51897,                0.35081,                0.90822,             0.00045129,             0.00045129,             0.00045129
                    492,                0.49941,                0.33647,                0.89317,                0.97983,                0.96296,                0.98152,                0.88622,                0.50325,                0.35462,                0.90648,             0.00045085,             0.00045085,             0.00045085
                    493,                0.54156,                0.35334,                 0.8947,                0.98124,                0.96254,                0.98142,                0.87647,                0.51768,                0.36442,                0.90605,             0.00045041,             0.00045041,             0.00045041
                    494,                0.52456,                0.34893,                0.89177,                0.97793,                0.95882,                0.97933,                0.87813,                0.52145,                0.36871,                0.90766,             0.00044997,             0.00044997,             0.00044997
                    495,                0.48502,                0.33617,                0.88477,                0.98298,                 0.9577,                0.97859,                0.87916,                0.52988,                0.36556,                0.90833,             0.00044953,             0.00044953,             0.00044953
                    496,                0.50051,                0.34367,                0.88979,                0.98636,                0.95856,                 0.9791,                0.88142,                0.51846,                0.36767,                0.90681,             0.00044909,             0.00044909,             0.00044909
                    497,                0.49663,                0.34476,                0.89929,                0.98555,                   0.96,                0.98167,                 0.8784,                 0.5276,                0.36518,                0.91142,             0.00044865,             0.00044865,             0.00044865
                    498,                0.48333,                0.33173,                0.87715,                0.97717,                0.95874,                0.98269,                 0.8766,                0.54242,                0.37009,                0.91683,             0.00044821,             0.00044821,             0.00044821
                    499,                0.50569,                0.34325,                0.88666,                0.97524,                0.95824,                0.98113,                0.88652,                0.51721,                 0.3563,                0.91126,             0.00044777,             0.00044777,             0.00044777
                    500,                0.49967,                0.33894,                0.87812,                0.98037,                0.95803,                  0.979,                0.88185,                0.52529,                0.35385,                0.91698,             0.00044733,             0.00044733,             0.00044733
                    501,                0.49858,                0.34299,                0.89226,                0.98671,                0.95833,                0.98275,                0.88224,                0.51964,                0.34466,                 0.9097,             0.00044689,             0.00044689,             0.00044689
                    502,                0.46599,                0.32241,                 0.8769,                0.98852,                  0.957,                0.98208,                0.88468,                0.51898,                0.35051,                0.90875,             0.00044645,             0.00044645,             0.00044645
                    503,                0.47851,                0.32681,                0.87827,                0.98778,                0.95814,                0.98147,                 0.8816,                0.51478,                0.35014,                0.90806,             0.00044601,             0.00044601,             0.00044601
                    504,                0.46471,                0.32738,                0.88261,                0.98471,                0.95832,                 0.9832,                0.88296,                0.51457,                0.35166,                0.90611,             0.00044557,             0.00044557,             0.00044557
                    505,                0.50319,                0.33807,                0.88314,                0.97552,                0.96403,                0.98389,                 0.8794,                0.51607,                0.35222,                0.90573,             0.00044513,             0.00044513,             0.00044513
                    506,                0.46805,                0.31977,                0.86864,                0.97799,                0.96173,                0.98062,                 0.8842,                0.51833,                0.35699,                0.90863,             0.00044469,             0.00044469,             0.00044469
                    507,                0.47052,                0.32692,                0.89366,                0.97774,                0.95966,                0.97984,                0.88404,                0.52106,                0.35487,                0.90902,             0.00044425,             0.00044425,             0.00044425
                    508,                0.49996,                0.33787,                0.87776,                0.98046,                0.96046,                0.98018,                0.88193,                0.51285,                0.35418,                0.90581,             0.00044381,             0.00044381,             0.00044381
                    509,                0.48107,                0.33252,                0.88217,                 0.9795,                0.95656,                0.98106,                0.87508,                0.53214,                 0.3503,                0.90867,             0.00044337,             0.00044337,             0.00044337
                    510,                0.50652,                0.35149,                0.89802,                0.98339,                0.95683,                0.98213,                0.88003,                0.51512,                0.34499,                0.90882,             0.00044293,             0.00044293,             0.00044293
                    511,                0.48339,                0.33602,                0.88591,                0.98497,                0.95562,                0.98073,                0.87785,                 0.5167,                0.34602,                0.90564,             0.00044249,             0.00044249,             0.00044249
                    512,                 0.4782,                0.33025,                0.88295,                0.98423,                  0.956,                0.98118,                0.88135,                0.51448,                0.33853,                0.90284,             0.00044205,             0.00044205,             0.00044205
                    513,                0.46994,                0.32605,                0.88232,                 0.9869,                0.95472,                0.98175,                 0.8891,                0.52074,                0.34376,                0.90635,             0.00044161,             0.00044161,             0.00044161
                    514,                0.46805,                0.33013,                0.87902,                0.98405,                0.95888,                0.98205,                0.88642,                0.51088,                0.34306,                0.90543,             0.00044117,             0.00044117,             0.00044117
                    515,                0.46089,                0.32732,                0.87745,                0.98693,                0.95271,                 0.9796,                0.87962,                0.51848,                0.34864,                0.90751,             0.00044073,             0.00044073,             0.00044073
                    516,                0.47643,                0.33033,                0.88024,                0.98398,                 0.9517,                 0.9781,                0.87517,                0.52196,                0.34812,                0.90782,             0.00044029,             0.00044029,             0.00044029
                    517,                0.48062,                0.33828,                 0.8864,                0.98491,                0.95556,                0.97846,                0.87058,                0.51952,                0.34587,                0.90733,             0.00043985,             0.00043985,             0.00043985
                    518,                0.46619,                0.32645,                0.88618,                0.98684,                0.95833,                0.98109,                0.88111,                0.52152,                 0.3476,                0.90767,             0.00043941,             0.00043941,             0.00043941
                    519,                0.46987,                0.32416,                0.87977,                 0.9858,                0.95827,                0.97838,                0.87819,                0.52864,                0.35471,                0.90806,             0.00043897,             0.00043897,             0.00043897
                    520,                0.49152,                0.33576,                0.88837,                0.98461,                0.95661,                0.97829,                0.88394,                0.51368,                0.34703,                 0.9062,             0.00043853,             0.00043853,             0.00043853
                    521,                0.49112,                0.34522,                0.88826,                0.98204,                0.95104,                0.97438,                0.88301,                0.51737,                0.34915,                0.91233,             0.00043809,             0.00043809,             0.00043809
                    522,                0.45408,                0.31425,                0.87081,                0.97759,                0.95836,                 0.9774,                0.88042,                0.52213,                 0.3502,                 0.9094,             0.00043765,             0.00043765,             0.00043765
                    523,                0.47289,                0.32857,                 0.8824,                0.97856,                0.95965,                0.97546,                 0.8777,                0.52477,                0.34949,                   0.91,             0.00043721,             0.00043721,             0.00043721
                    524,                0.45479,                0.31822,                0.87079,                0.98141,                0.95381,                0.97967,                0.88309,                0.52617,                0.35098,                0.90839,             0.00043676,             0.00043676,             0.00043676
                    525,                0.47895,                 0.3325,                0.89585,                0.97861,                0.95618,                0.97871,                0.88514,                0.51469,                0.35292,                0.90191,             0.00043632,             0.00043632,             0.00043632
                    526,                0.48937,                 0.3349,                0.89289,                0.98124,                0.95862,                0.97804,                0.87948,                0.53184,                0.35409,                0.90903,             0.00043588,             0.00043588,             0.00043588
                    527,                0.46543,                0.31908,                0.87413,                0.98296,                0.95799,                0.97752,                0.87737,                0.53033,                 0.3598,                0.91173,             0.00043544,             0.00043544,             0.00043544
                    528,                0.47188,                0.33513,                0.89052,                0.98525,                 0.9574,                0.98166,                0.87878,                0.53602,                0.35802,                0.91385,               0.000435,               0.000435,               0.000435
                    529,                0.48115,                0.32589,                0.87983,                0.98557,                0.95643,                0.98229,                0.87432,                0.52869,                0.34693,                0.91632,             0.00043456,             0.00043456,             0.00043456
                    530,                0.45384,                0.31852,                 0.8803,                0.98021,                0.95828,                 0.9785,                0.87845,                 0.5178,                 0.3434,                0.91103,             0.00043412,             0.00043412,             0.00043412
                    531,                0.48732,                0.33659,                 0.8854,                0.98255,                0.95931,                0.97938,                0.88259,                0.51975,                0.34802,                0.91016,             0.00043368,             0.00043368,             0.00043368
                    532,                0.48738,                0.33392,                0.87268,                0.98479,                0.96027,                0.97917,                0.87889,                0.51932,                0.34759,                0.90927,             0.00043324,             0.00043324,             0.00043324
                    533,                0.45873,                0.32447,                0.88136,                0.98067,                0.96102,                0.97959,                 0.8863,                0.51326,                0.34404,                0.90904,              0.0004328,              0.0004328,              0.0004328
                    534,                0.46678,                0.32906,                 0.8965,                0.97863,                0.96118,                 0.9776,                0.87891,                0.52318,                0.35247,                0.91095,             0.00043236,             0.00043236,             0.00043236
                    535,                0.48669,                0.33173,                 0.8853,                0.97909,                0.95533,                0.97401,                0.87608,                0.51931,                0.36085,                0.91082,             0.00043192,             0.00043192,             0.00043192
                    536,                0.45893,                0.32959,                0.87299,                0.98051,                0.95484,                0.97408,                0.87409,                0.52035,                0.36006,                0.90906,             0.00043148,             0.00043148,             0.00043148
                    537,                0.46365,                0.32502,                0.88056,                0.98391,                0.95246,                 0.9737,                 0.8781,                0.51908,                0.35796,                 0.9079,             0.00043104,             0.00043104,             0.00043104
                    538,                0.46964,                0.33281,                0.88366,                0.98028,                0.95602,                0.97315,                0.87422,                 0.5161,                0.35938,                0.90645,              0.0004306,              0.0004306,              0.0004306
                    539,                0.46134,                 0.3242,                0.88366,                0.98155,                0.95831,                0.97521,                 0.8753,                0.52002,                0.35841,                0.90669,             0.00043016,             0.00043016,             0.00043016
                    540,                0.46324,                0.32866,                0.87522,                0.98353,                0.95704,                0.97496,                0.87657,                0.52663,                0.36317,                0.90867,             0.00042972,             0.00042972,             0.00042972
                    541,                0.46178,                0.31499,                0.86719,                0.98399,                0.95676,                0.97591,                0.87445,                0.51323,                0.35343,                0.90421,             0.00042928,             0.00042928,             0.00042928
                    542,                0.44423,                0.31498,                0.87956,                0.98335,                0.95631,                0.97496,                0.88027,                0.51566,                0.36101,                0.90538,             0.00042884,             0.00042884,             0.00042884
                    543,                0.47328,                0.32214,                0.87217,                0.98192,                0.95655,                0.97426,                0.87897,                0.50933,                0.34895,                0.90695,              0.0004284,              0.0004284,              0.0004284
                    544,                0.46379,                0.32204,                0.87652,                0.98333,                0.95631,                0.97657,                0.87969,                0.51913,                0.34802,                0.91094,             0.00042796,             0.00042796,             0.00042796
                    545,                0.47488,                0.33283,                0.87609,                0.98253,                0.96059,                0.97795,                0.88687,                0.51264,                0.34949,                0.90695,             0.00042752,             0.00042752,             0.00042752
                    546,                0.46803,                0.32205,                0.88157,                0.98077,                0.96114,                0.97604,                 0.8839,                0.50893,                0.35084,                0.90596,             0.00042708,             0.00042708,             0.00042708
                    547,                0.47439,                0.33036,                0.87943,                0.98205,                0.95903,                0.97821,                0.88203,                0.51371,                0.35549,                0.90891,             0.00042664,             0.00042664,             0.00042664
                    548,                0.46801,                0.33064,                0.88813,                0.98227,                0.95806,                0.97988,                0.88761,                0.51518,                0.35216,                0.90845,              0.0004262,              0.0004262,              0.0004262
                    549,                0.46624,                0.33107,                0.88902,                0.98316,                0.95637,                0.97851,                0.88938,                0.50845,                0.34429,                0.90439,             0.00042576,             0.00042576,             0.00042576
                    550,                0.48708,                  0.332,                0.87941,                0.98412,                0.95369,                0.97537,                0.87806,                0.51318,                0.35548,                0.90723,             0.00042532,             0.00042532,             0.00042532
                    551,                0.46633,                0.32246,                0.88325,                0.98488,                0.95254,                0.97726,                0.87634,                0.52563,                0.35311,                0.91257,             0.00042488,             0.00042488,             0.00042488
                    552,                 0.4547,                0.31613,                0.87777,                0.98183,                0.95558,                0.98102,                 0.8743,                0.51802,                  0.347,                0.90963,             0.00042444,             0.00042444,             0.00042444
                    553,                0.47176,                0.32956,                0.88877,                0.97839,                0.95936,                0.98086,                0.87954,                0.52649,                 0.3528,                0.91167,               0.000424,               0.000424,               0.000424
                    554,                0.48062,                0.33488,                0.89029,                0.97617,                0.95799,                0.97851,                0.88294,                0.51719,                0.36026,                 0.9126,             0.00042356,             0.00042356,             0.00042356
                    555,                0.47656,                0.33113,                0.88388,                0.97548,                0.95753,                0.97775,                0.88416,                0.51369,                0.35075,                0.91175,             0.00042312,             0.00042312,             0.00042312
                    556,                0.46575,                 0.3266,                0.88766,                0.98128,                0.95677,                0.97799,                0.87792,                0.52133,                  0.349,                0.91115,             0.00042268,             0.00042268,             0.00042268
                    557,                0.44565,                0.30876,                0.87111,                0.98343,                0.95439,                0.97837,                0.87645,                 0.5185,                0.35465,                0.90983,             0.00042224,             0.00042224,             0.00042224
                    558,                 0.4585,                0.31388,                0.87488,                0.98385,                0.95471,                0.97775,                0.87352,                0.51649,                0.35917,                0.91136,              0.0004218,              0.0004218,              0.0004218
                    559,                0.45112,                0.31307,                0.87373,                0.98694,                0.95717,                0.98001,                0.88512,                0.51331,                0.35101,                0.90911,             0.00042136,             0.00042136,             0.00042136
                    560,                0.47426,                0.32121,                0.87186,                0.98727,                0.95722,                0.98088,                0.88117,                0.52238,                0.34736,                0.90994,             0.00042092,             0.00042092,             0.00042092
                    561,                0.46742,                0.31986,                0.87079,                0.98637,                0.95692,                0.97888,                0.88293,                0.52411,                 0.3546,                0.91391,             0.00042048,             0.00042048,             0.00042048
                    562,                0.48374,                0.33294,                0.87761,                0.98787,                0.95156,                 0.9743,                0.87645,                0.51266,                0.35145,                0.90742,             0.00042004,             0.00042004,             0.00042004
                    563,                0.46574,                0.31592,                0.88472,                0.98806,                0.95159,                0.97308,                0.87791,                0.50889,                0.35201,                0.90568,              0.0004196,              0.0004196,              0.0004196
                    564,                0.47929,                0.33102,                0.89187,                0.97996,                0.95964,                0.97589,                 0.8818,                0.52389,                0.35461,                0.90813,             0.00041916,             0.00041916,             0.00041916
                    565,                0.46854,                0.32921,                0.89599,                0.98443,                0.95897,                0.97835,                0.87329,                0.51669,                0.35783,                0.90653,             0.00041872,             0.00041872,             0.00041872
                    566,                0.46897,                0.32374,                0.87914,                0.98932,                0.95834,                0.97836,                  0.877,                0.51494,                0.35494,                0.90177,             0.00041828,             0.00041828,             0.00041828
